reaction	GPR	score	normalized_score
R_ORNabcpp	WP_015924419.1	84.33333333333333	0.3
R_OXFOt4pp	WP_015925816.1	161.0	0.6
R_P5CR	WP_015925221.1	249.0	0.9
R_P5CRx	WP_015925221.1	237.0	0.9
R_PA120abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PA140abcpp	WP_015926692.1	331.0	1.2
R_PA141abcpp	WP_015926692.1	331.0	1.2
R_PA160abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PA161abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PA180abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PA181abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PACCOAL	(WP_015924218.1 or WP_015924892.1)	555.0	2.0
R_PANTS	WP_015925251.1	337.0	1.2
R_PAPPT3	WP_012634925.1	280.0	1.0
R_PAPSR	WP_015925646.1	115.0	0.4
R_PC	((WP_015924457.1 and WP_015925202.1) or WP_015924455.1)	519.5	1.9
R_PDE4	WP_015924176.1	329.0	1.2
R_PDH	(WP_015926789.1 and WP_015926790.1)	242.0	0.9
R_PDHa	WP_015926789.1	253.0	0.9
R_PDIMAT	WP_015926609.1	35.2	0.1
R_PDX5PS	WP_015926018.1	309.0	1.1
R_PE120abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PE140abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PE141abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PE160abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PE161abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PE180abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PE181abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PEAMNO2pp	WP_015924088.1	46.0	0.2
R_PEPA	WP_015925343.1	114.0	0.4
R_PEPCK_re	WP_012634664.1	746.0	2.7
R_PERD	WP_015924699.1	357.0	1.3
R_PFK	(WP_015925658.1 or WP_015926027.1)	353.0	1.3
R_PFK_2	(WP_015924527.1 or WP_015926027.1)	375.0	1.4
R_PFK_3	(WP_015925658.1 or WP_015926027.1)	353.0	1.3
R_PFL	(WP_015925996.1 or WP_015925997.1)	1097.0	4.0
R_PG120abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PG140abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PG141abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PG160abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PG161abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PG180abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PG181abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGAMT	WP_015924713.1	536.0	2.0
R_PGCD	(WP_015924699.1 or WP_015926765.1)	388.0	1.4
R_PGCM	WP_015924916.1	632.0	2.3
R_PGI	WP_015924943.1	663.0	2.4
R_PGI1c	WP_015924943.1	663.0	2.4
R_PGK	WP_015925691.1	692.0	2.5
R_PGLYCP	WP_015925543.1	119.0	0.4
R_PGM	(WP_015925582.1 or WP_015925690.1)	626.0	2.3
R_PGMT	WP_015925690.1	626.0	2.3
R_PGMT_B	WP_015926589.1	176.0	0.6
R_PGP120abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGP140abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGP141abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGP160abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGP161abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGP180abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PGP181abcpp	(WP_015924701.1 or WP_015926692.1)	331.0	1.2
R_PHEME2abcpp	WP_015926551.1	50.75	0.2
R_PHETA1	(WP_012634831.1 or WP_015925417.1 or WP_015925643.1)	452.0	1.6
R_PHEabc	(WP_015924418.1 or WP_015924419.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_PIabc	((WP_015925548.1 and WP_015925549.1) or WP_015925550.1)	383.0	1.4
R_PIt2r	WP_015925562.1	315.0	1.1
R_PIt2rpp	WP_015925562.1	318.0	1.2
R_PIuabcpp	WP_015925547.1	36.857142857142854	0.1
R_PLPS	((WP_015925311.1 and WP_015925312.1) or WP_015925312.1)	297.5	1.1
R_PMANM	(WP_012634798.1 or WP_015924916.1)	632.0	2.3
R_PMPK	WP_015925444.1	274.0	1.0
R_PNP_1	WP_015926721.1	281.0	1.0
R_PNTK	WP_012634590.1	311.0	1.1
R_POR_syn	(WP_015924110.1 and WP_015924674.1)	464.5	1.7
R_PPA	WP_012634700.1	573.0	2.1
R_PPAKr	WP_015925578.1	535.0	2.0
R_PPBNGS	WP_015924784.1	383.0	1.4
R_PPCDC	WP_015926536.1	198.0	0.7
R_PPCK	WP_012634664.1	746.0	2.7
R_PPCOAC	WP_015925204.1	331.0	1.2
R_PPDIMAT	WP_015926609.1	35.2	0.1
R_PPDK	WP_015925810.1	135.0	0.5
R_PPDOy	WP_015924528.1	190.0	0.7
R_PPGPPDP	WP_015925403.1	806.0	2.9
R_PPGPPDPE	WP_015925403.1	806.0	2.9
R_PPM	WP_015926553.1	462.0	1.7
R_PPM2	WP_015926553.1	448.0	1.6
R_PPM2_2	WP_015926553.1	462.0	1.7
R_PPNCL	WP_015926536.1	185.0	0.7
R_PPNCL2	WP_015926536.1	198.0	0.7
R_PPNCL3	WP_015926536.1	198.0	0.7
R_PPND	WP_015926243.1	235.0	0.9
R_PPND2	WP_015926243.1	235.0	0.9
R_PPNDH	WP_012634532.1	186.0	0.7
R_PPPGO	WP_015926714.1	126.0	0.5
R_PPS	WP_015925810.1	142.0	0.5
R_PPTT	WP_015925019.1	96.0	0.4
R_PRAGSr	WP_015925617.1	468.0	1.7
R_PRAIS	WP_015925620.1	391.0	1.4
R_PRAIS_1	WP_015925620.1	394.0	1.4
R_PRAIi	WP_015926565.1	143.0	0.5
R_PRAMPC	WP_012634837.1	224.0	0.8
R_PRAMPC_1	WP_012634837.1	203.0	0.7
R_PRASCSi	WP_012634833.1	346.0	1.3
R_PRATPP	(WP_012634837.1 or WP_015926437.1)	253.0	0.9
R_PREPTHS	(WP_015924393.1 or WP_015924495.1 or WP_015924497.1 or WP_015925799.1 or WP_015925805.1)	678.0	2.5
R_PREPTHS2	(WP_015924393.1 or WP_015924495.1 or WP_015924497.1 or WP_015925799.1 or WP_015925805.1)	678.0	2.5
R_PRFGS	WP_012634943.1	1585.0	5.8
R_PRMICI	WP_012634835.1	251.0	0.9
R_PROGLYabcpp	((WP_012634501.1 and WP_015925233.1 and WP_015925234.1) or (WP_012634501.1 and WP_015925234.1) or (WP_015925233.1 and WP_015925234.1) or WP_015925233.1)	125.8	0.5
R_PROHISGLUtr	(WP_012634501.1 and WP_012634502.1 and WP_012634503.1)	160.6	0.6
R_PROabc	(WP_015924418.1 or WP_015924419.1 or WP_015925751.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_PROabcpp	(WP_015925098.1 or WP_015925751.1)	36.0	0.1
R_PRPPS	WP_015926442.1	435.0	1.6
R_PSCVT	WP_015925847.1	323.0	1.2
R_PSD120	WP_015926028.1	354.0	1.3
R_PSD160	WP_015926028.1	354.0	1.3
R_PSD161	WP_015926028.1	354.0	1.3
R_PSD180	WP_015926028.1	354.0	1.3
R_PSD181	WP_015926028.1	354.0	1.3
R_PSP_L	WP_242651778.1	41.0	0.1
R_PSSA120	WP_012634466.1	144.0	0.5
R_PSSA160	WP_012634466.1	144.0	0.5
R_PSSA161	WP_012634466.1	144.0	0.5
R_PSSA180	WP_012634466.1	144.0	0.5
R_PSSA181	WP_012634466.1	144.0	0.5
R_PSTA	WP_015924698.1	316.0	1.2
R_PSUDS	WP_012634797.1	115.0	0.4
R_PTAr	WP_015925579.1	416.0	1.5
R_PTHRP	WP_242651778.1	133.0	0.5
R_PTPATi	WP_015925333.1	188.0	0.7
R_PTRCTA	WP_015925278.1	191.0	0.7
R_PTRCabc	((WP_015924421.1 and WP_015924422.1 and WP_015924423.1 and WP_015924424.1) or WP_015924485.1 or WP_015925751.1)	349.5	1.3
R_PTRCabcpp	WP_015925751.1	27.0	0.1
R_PUNP1	WP_015925679.1	127.0	0.5
R_PUNP1_1	WP_015926721.1	281.0	1.0
R_PUNP2_1	WP_015926721.1	281.0	1.0
R_PUNP3_1	WP_015926721.1	281.0	1.0
R_PUNP4_1	WP_015926721.1	281.0	1.0
R_PUNP5_1	WP_015926721.1	281.0	1.0
R_PUNP6_1	WP_015926721.1	281.0	1.0
R_PUNP7_1	WP_015926721.1	281.0	1.0
R_PYK	WP_015925984.1	651.0	2.4
R_PYK2	WP_015925984.1	651.0	2.4
R_PYK3	WP_015925984.1	651.0	2.4
R_PYK4	WP_015925984.1	651.0	2.4
R_PYK5	WP_015925984.1	651.0	2.4
R_PYNP1	WP_015925216.1	484.0	1.8
R_PYNP1_1	WP_015925216.1	452.0	1.6
R_PYNP2r	(WP_015924596.1 or WP_015925216.1)	477.0	1.7
R_PYNP2r_1	WP_015925216.1	452.0	1.6
R_PYOVD2tex	WP_012634910.1	69.0	0.3
R_QULNS	WP_015926820.1	333.0	1.2
R_R5PP	WP_015925642.1	140.0	0.5
R_RBFK	WP_012634905.1	212.0	0.8
R_RBFSa	((WP_015925454.1 and WP_015925456.1) or WP_015925454.1 or WP_015925456.1)	223.0	0.8
R_RBFSb	((WP_015925454.1 and WP_015925456.1) or WP_015925454.1)	202.0	0.7
R_RBK	WP_015926573.1	215.0	0.8
R_RBK_L1	(WP_015924525.1 or WP_015926808.1)	644.0	2.4
R_RBP4E	WP_015926807.1	305.0	1.1
R_RIBabc	((WP_012634654.1 and WP_041706401.1) or (WP_015924545.1 and WP_015924646.1) or (WP_015925109.1 and WP_015925110.1 and WP_015926084.1) or (WP_015925109.1 and WP_015925110.1 and WP_174258526.1) or (WP_015925110.1 and WP_015926087.1) or (WP_015925110.1 and WP_174258526.1) or WP_015925438.1 or WP_242651738.1)	269.0	1.0
R_RIBabc1	(WP_015925109.1 and WP_015925110.1 and WP_174258526.1)	212.75	0.8
R_RIBabcpp	((WP_015924728.1 and WP_015924730.1 and WP_015924731.1 and WP_174258523.1) or (WP_015924728.1 and WP_015924730.1 and WP_015924731.1) or (WP_015924728.1 and WP_015924730.1 and WP_174258523.1) or (WP_015924730.1 and WP_174258523.1) or (WP_015925109.1 and WP_015925110.1 and WP_015925438.1) or (WP_015925110.1 and WP_015926084.1) or WP_015926084.1)	396.0	1.4
R_RMNabc	(WP_015925230.1 and WP_015925231.1 and WP_242651803.1)	184.4	0.7
R_RNDR1	(WP_015925646.1 or WP_015925820.1)	803.0	2.9
R_RNDR2	(WP_015925646.1 or WP_015925820.1)	803.0	2.9
R_RNDR3	(WP_015925646.1 or WP_015925820.1)	803.0	2.9
R_RNDR4	(WP_015925646.1 or WP_015925820.1)	803.0	2.9
R_RNTR2_2	WP_015924249.1	971.0	3.5
R_RNTR3_2	WP_015924249.1	971.0	3.5
R_RNTR4_2	WP_015924249.1	971.0	3.5
R_RPE	WP_015925030.1	266.0	1.0
R_RPI	(WP_012634711.1 or WP_015925107.1)	191.0	0.7
R_SALCHS2FEabcpp	WP_015926550.1	39.75	0.1
R_SALCHS2FEexs	spontaneous	0.0	0.0
R_SALCHS4FEabcpp	WP_015926550.1	39.75	0.1
R_SALCHS4FEexs	spontaneous	0.0	0.0
R_SALCHS4abcpp	WP_015924701.1	219.0	0.8
R_SAMU3	WP_015924783.1	369.0	1.3
R_SAOR	WP_015924233.1	260.0	0.9
R_SBTD_D2	(WP_015924473.1 or WP_015924547.1 or WP_015925626.1 or WP_015926572.1)	306.0	1.1
R_SBTt2	WP_041706401.1	140.0	0.5
R_SELabcpp	WP_015925751.1	25.75	0.1
R_SELtpp	WP_015925751.1	25.75	0.1
R_SERAT	WP_015926666.1	213.0	0.8
R_SERGLUGLNtr	(WP_012634501.1 and WP_012634502.1 and WP_012634503.1)	160.6	0.6
R_SERabc	(WP_015924418.1 or WP_015924419.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_SHEME2abcpp	WP_015926551.1	50.75	0.2
R_SHK3Dr	WP_015924212.1	190.0	0.7
R_SHKK	WP_012634820.1	120.0	0.4
R_SHSL1	WP_015925414.1	517.0	1.9
R_SHSL2r	WP_015926673.1	587.0	2.1
R_SKDH_1	WP_015924212.1	176.0	0.6
R_SLGH	WP_015925401.1	132.0	0.5
R_SLNTabcpp	WP_015925751.1	25.75	0.1
R_SLNTtpp	WP_015925751.1	25.75	0.1
R_SMIA1	WP_015926550.1	40.5	0.1
R_SMIA1Eabc	WP_015926550.1	40.5	0.1
R_SMIA1abc	WP_015926550.1	40.5	0.1
R_SMIA2abc	WP_015926550.1	40.5	0.1
R_SMIB1	WP_015926550.1	40.5	0.1
R_SO3abcpp	WP_015925751.1	27.5	0.1
R_SOTA	WP_015925080.1	292.0	1.1
R_SPMDabc	(WP_015924421.1 or WP_015924423.1 or WP_015925751.1)	462.0	1.7
R_SPMDabcpp	WP_015925751.1	27.0	0.1
R_SPODM	WP_015924238.1	164.0	0.6
R_SPT_syn	WP_015924698.1	316.0	1.2
R_SPTc	WP_015924698.1	339.0	1.2
R_SUCRabcpp_syn	WP_015926349.1	34.25	0.1
R_SUCRt2	WP_041706401.1	140.0	0.5
R_SULFACabcpp	((WP_012634879.1 and WP_012634880.1 and WP_012634881.1) or WP_015924412.1)	218.66666666666666	0.8
R_SULabc	(WP_015925068.1 or WP_015925751.1)	31.75	0.1
R_SULabcpp	WP_015925751.1	27.5	0.1
R_St	spontaneous	0.0	0.0
R_T2ECR	WP_015924507.1	258.0	0.9
R_TARTDC	WP_015925982.1	347.0	1.3
R_TAURabc	WP_015925751.1	34.333333333333336	0.1
R_TAURabcpp	((WP_012634879.1 and WP_012634880.1 and WP_012634881.1) or WP_015924412.1 or WP_015925751.1)	218.66666666666666	0.8
R_TCYNTtpp	spontaneous	0.0	0.0
R_TDACPT	WP_015924386.1	188.0	0.7
R_TECA1S45	WP_015926282.1	24.5	0.1
R_TECA2S45	WP_015926282.1	14.7	0.1
R_TECA3S45	WP_015926282.1	21.0	0.1
R_TGBPA	WP_015924527.1	193.5	0.7
R_THFAT	WP_015925146.1	542.0	2.0
R_THIORDXi	WP_015925646.1	60.5	0.2
R_THRA	(WP_015924185.1 or WP_015925146.1)	516.0	1.9
R_THRA2	WP_015925146.1	500.0	1.8
R_THRD	WP_015924548.1	137.0	0.5
R_THRPDC	WP_015924792.1	223.0	0.8
R_THRS	WP_015924948.1	478.0	1.7
R_THRabc	(WP_015924418.1 or WP_015924419.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_THYMt	WP_012634936.1	223.0	0.8
R_TKT1	WP_015926755.1	707.0	2.6
R_TKT2	WP_015926755.1	707.0	2.6
R_TMDPK	WP_015925031.1	139.0	0.5
R_TMDPP	WP_015925216.1	477.0	1.7
R_TMDS	WP_015924811.1	409.0	1.5
R_TMPPP	(WP_015925441.1 or WP_015925444.1)	251.0	0.9
R_TNTHAC1	spontaneous	0.0	0.0
R_TNTHAC2	spontaneous	0.0	0.0
R_TNTR1	WP_015924622.1	171.0	0.6
R_TNTR2	WP_015924622.1	171.0	0.6
R_TPI	WP_015925691.1	692.0	2.5
R_TRDR	(WP_015925245.1 or WP_015925646.1)	291.0	1.1
R_TREabc	WP_242651738.1	50.333333333333336	0.2
R_TRPS1	((WP_015925868.1 and WP_015926567.1) or (WP_015926566.1 and WP_015926567.1) or WP_015926566.1)	418.5	1.5
R_TRPS2	WP_015926566.1	546.0	2.0
R_TRPS3	WP_015926567.1	251.0	0.9
R_TRPTA	(WP_015925417.1 or WP_015925643.1)	426.0	1.6
R_TRPabc	(WP_015924418.1 or WP_015924419.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_TSULDHpp1	WP_015925101.1	61.666666666666664	0.2
R_TSULDHpp2	WP_015925101.1	61.666666666666664	0.2
R_TSULDHpp3	WP_015925101.1	61.666666666666664	0.2
R_TSULabc	(WP_015925068.1 or WP_015925751.1)	31.75	0.1
R_TSULabcpp	WP_015925751.1	27.5	0.1
R_TYRTA	(WP_012634831.1 or WP_015925417.1 or WP_015925643.1)	452.0	1.6
R_TYRabc	(WP_015924418.1 or WP_015924419.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_UAAGDS	WP_012634923.1	423.0	1.5
R_UAG2E	WP_278183718.1	493.0	1.8
R_UAG2EMA	WP_278183718.1	493.0	1.8
R_UAGCVT	(WP_012634732.1 or WP_015926729.1 or WP_041706704.1 or WP_081436748.1)	508.0	1.9
R_UAGCVT_1	WP_081436748.1	291.0	1.1
R_UAGDP	(WP_015924489.1 or WP_015926443.1)	172.0	0.6
R_UAGHD	WP_041706990.1	276.0	1.0
R_UAGPT3	(WP_012634489.1 or WP_012634927.1)	296.0	1.1
R_UAMAGS	WP_015925192.1	431.0	1.6
R_UAMAS	WP_015926446.1	483.0	1.8
R_UAPGR	WP_041706990.1	289.0	1.1
R_UDCPDP	WP_015924659.1	213.0	0.8
R_UDCPDPex	WP_015924659.1	213.0	0.8
R_UDPG4E	(WP_012634816.1 or WP_015924490.1 or WP_015926585.1)	506.0	1.8
R_UGMDDS	WP_012634924.1	321.0	1.2
R_UMPK	(WP_012634888.1 or WP_015925195.1)	301.0	1.1
R_UPP3MT	WP_015924783.1	369.0	1.3
R_UPP3S	WP_015924783.1	369.0	1.3
R_UPPRT	(WP_012634712.1 or WP_015924161.1)	310.0	1.1
R_URAt	WP_012634936.1	223.0	0.8
R_URAt2pp	WP_012634929.1	465.0	1.7
R_URIDK2r	(WP_012634610.1 or WP_012634888.1)	301.0	1.1
R_URIK1	WP_015924933.1	495.0	1.8
R_URIK2	WP_015924933.1	495.0	1.8
R_URIK3	WP_015924933.1	495.0	1.8
R_UT6PT	(WP_015925658.1 or WP_015926027.1)	346.0	1.3
R_UTCY	WP_015924933.1	495.0	1.8
R_UTUP	WP_015924933.1	495.0	1.8
R_VALTA	(WP_015925267.1 or WP_041706692.1)	486.0	1.8
R_VALabc	(WP_015924418.1 or WP_015924419.1 or WP_015926002.1 or WP_015926003.1)	327.0	1.2
R_VALabcpp	WP_015925098.1	26.25	0.1
R_VCOAD	(WP_015924507.1 or WP_015925093.1)	235.0	0.9
R_VOR2bE	WP_015924108.1	385.0	1.4
R_VPAMTr	WP_015925310.1	216.0	0.8
R_XPPT	WP_015924904.1	223.0	0.8
R_XYLANabc	(WP_015925230.1 and WP_015925231.1 and WP_015925233.1 and WP_242651803.1)	213.8	0.8
R_XYLI1	WP_015926769.1	665.0	2.4
R_XYLI2	WP_015926769.1	665.0	2.4
R_XYLK	WP_015926771.1	668.0	2.4
R_XYLOS1	(WP_012634655.1 or WP_015925872.1)	373.0	1.4
R_XYLOS2	(WP_012634655.1 or WP_015925872.1)	373.0	1.4
R_XYLOS3	(WP_012634655.1 or WP_015925872.1)	373.0	1.4
R_XYLabc	((WP_015925230.1 and WP_015925231.1 and WP_015925233.1 and WP_242651803.1) or (WP_015925436.1 and WP_015925438.1))	213.8	0.8
R_XYLabcpp	(WP_012634509.1 and WP_015926084.1 and WP_207635561.1)	311.6666666666667	1.1
R_XYLe	(WP_015924454.1 or WP_015925748.1)	355.0	1.3
R_XYLt2	WP_041706401.1	140.0	0.5
R_YUMPS	WP_012634904.1	101.0	0.4
R_ZN2abcpp	WP_012634686.1	650.0	2.4
R_ZN2t4pp	WP_015924432.1	37.0	0.1
R_ZNabc	(WP_012634686.1 or WP_015924668.1)	684.0	2.5
R_ZNabcpp	((WP_015926753.1 and WP_015926754.1) or WP_015926754.1)	101.33333333333333	0.4
R_r0191	(WP_015925658.1 or WP_015926027.1)	346.0	1.3
R_r0280	WP_015925984.1	651.0	2.4
R_r2465_1	(WP_015924432.1 or WP_015925453.1 or WP_242651750.1)	313.0	1.1
